ticker,month,month_end_date,split_adjusted_close,source
META,2020-08,2020-08-31,293.20000000,dtwParallel@3250811
MSFT,2020-08,2020-08-31,225.53000000,dtwParallel@3250811
NVDA,2020-08,2020-08-31,13.37450000,dtwParallel@3250811
QQQ,2020-08,2020-08-31,294.88000488,CQF-Jan25-Exam3@19e6aa3
SPY,2020-08,2020-08-31,349.31000000,BlackSwanImpactPredictor@1f0effd
TSLA,2020-08,2020-08-31,166.10666667,dtwParallel@3250811
AAPL,2020-09,2020-09-30,115.81000000,dtwParallel@3250811
AMZN,2020-09,2020-09-30,157.43650000,dtwParallel@3250811
GOOGL,2020-09,2020-09-30,73.28000000,dtwParallel@3250811
META,2020-09,2020-09-30,261.90000000,dtwParallel@3250811
MSFT,2020-09,2020-09-30,210.33000000,dtwParallel@3250811
NVDA,2020-09,2020-09-30,13.53050000,dtwParallel@3250811
QQQ,2020-09,2020-09-30,277.83999634,CQF-Jan25-Exam3@19e6aa3
SPY,2020-09,2020-09-30,334.89000000,BlackSwanImpactPredictor@1f0effd
TSLA,2020-09,2020-09-30,143.00333333,dtwParallel@3250811
AAPL,2020-10,2020-10-30,108.86000000,dtwParallel@3250811
AMZN,2020-10,2020-10-30,151.80750000,dtwParallel@3250811
GOOGL,2020-10,2020-10-30,80.80550000,dtwParallel@3250811
META,2020-10,2020-10-30,263.11000000,dtwParallel@3250811
MSFT,2020-10,2020-10-30,202.47000000,dtwParallel@3250811
NVDA,2020-10,2020-10-30,12.53400000,dtwParallel@3250811
QQQ,2020-10,2020-10-30,269.38000488,CQF-Jan25-Exam3@19e6aa3
SPY,2020-10,2020-10-30,326.54000000,BlackSwanImpactPredictor@1f0effd
TSLA,2020-10,2020-10-30,129.34666667,dtwParallel@3250811
AAPL,2020-11,2020-11-30,119.05000000,dtwParallel@3250811
AMZN,2020-11,2020-11-30,158.40200000,dtwParallel@3250811
GOOGL,2020-11,2020-11-30,87.72000000,dtwParallel@3250811
META,2020-11,2020-11-30,276.97000000,dtwParallel@3250811
MSFT,2020-11,2020-11-30,214.07000000,dtwParallel@3250811
NVDA,2020-11,2020-11-30,13.40150000,dtwParallel@3250811
QQQ,2020-11,2020-11-30,299.61999512,CQF-Jan25-Exam3@19e6aa3
SPY,2020-11,2020-11-30,362.06000000,BlackSwanImpactPredictor@1f0effd
TSLA,2020-11,2020-11-30,189.20000000,dtwParallel@3250811
AAPL,2020-12,2020-12-31,132.69000000,dtwParallel@3250811
AMZN,2020-12,2020-12-31,162.84650000,dtwParallel@3250811
GOOGL,2020-12,2020-12-31,87.63200000,dtwParallel@3250811
META,2020-12,2020-12-31,273.16000000,dtwParallel@3250811
MSFT,2020-12,2020-12-31,222.42000000,dtwParallel@3250811
NVDA,2020-12,2020-12-31,13.05500000,dtwParallel@3250811
QQQ,2020-12,2020-12-31,313.73999023,CQF-Jan25-Exam3@19e6aa3
SPY,2020-12,2020-12-31,373.88000000,BlackSwanImpactPredictor@1f0effd
TSLA,2020-12,2020-12-31,235.22333333,dtwParallel@3250811
AAPL,2021-01,2021-01-29,131.96000000,dtwParallel@3250811
AMZN,2021-01,2021-01-29,160.31000000,dtwParallel@3250811
GOOGL,2021-01,2021-01-29,91.36800000,dtwParallel@3250811
META,2021-01,2021-01-29,258.33000000,dtwParallel@3250811
MSFT,2021-01,2021-01-29,231.96000000,dtwParallel@3250811
NVDA,2021-01,2021-01-29,12.98975000,dtwParallel@3250811
QQQ,2021-01,2021-01-29,314.55999756,CQF-Jan25-Exam3@19e6aa3
SPY,2021-01,2021-01-29,370.07000000,BlackSwanImpactPredictor@1f0effd
TSLA,2021-01,2021-01-29,264.51000000,dtwParallel@3250811
